date,timestamp,type,strike,expiration,contracts,premium,notional_value,unusual,sentiment
2025-10-07,2025-10-07T16:18:00,call,79.0,2025-11-06,22,3.24,7117.67,False,call
2025-10-07,2025-10-07T12:27:00,call,79.0,2025-10-21,10,3.84,3838.82,False,call
2025-10-07,2025-10-07T09:09:00,call,74.0,2025-12-06,8,4.33,3467.47,False,call
2025-10-07,2025-10-07T12:12:00,call,73.0,2025-11-06,138,3.5,48252.4,False,call
2025-10-07,2025-10-07T13:17:00,call,67.0,2025-10-14,145,3.99,57917.01,False,call
2025-10-07,2025-10-07T09:21:00,put,68.0,2025-12-06,34,4.47,15188.7,False,put
2025-10-07,2025-10-07T13:30:00,put,79.0,2025-12-06,46,4.08,18784.45,False,put
2025-10-08,2025-10-08T12:25:00,put,70.0,2025-10-15,27,1.18,3188.74,False,put
2025-10-08,2025-10-08T10:06:00,call,78.0,2025-10-22,184,3.66,67275.36,False,call
2025-10-08,2025-10-08T11:43:00,call,65.0,2025-11-07,9,4.04,3639.92,False,call
2025-10-08,2025-10-08T14:58:00,put,66.0,2025-12-07,773,3.36,259427.66,False,put
2025-10-08,2025-10-08T11:44:00,put,73.0,2025-10-11,8,1.75,1398.26,False,put
2025-10-08,2025-10-08T11:36:00,call,78.0,2025-10-22,224,2.24,50149.88,False,call
2025-10-08,2025-10-08T09:47:00,call,70.0,2025-10-11,948,3.37,319484.53,False,call
2025-10-08,2025-10-08T12:23:00,put,71.0,2025-10-11,3,3.67,1100.43,False,put
2025-10-08,2025-10-08T16:10:00,put,71.0,2025-10-15,5,3.48,1739.82,False,put
2025-10-08,2025-10-08T13:10:00,call,71.0,2025-10-15,6,2.97,1780.67,False,call
2025-10-08,2025-10-08T13:13:00,call,75.0,2025-11-07,134,0.6,7992.51,False,call
2025-10-08,2025-10-08T15:47:00,call,78.0,2025-10-11,43,4.68,20123.33,False,call
2025-10-08,2025-10-08T14:54:00,call,70.0,2025-10-22,26,2.47,6433.15,False,call
2025-10-08,2025-10-08T10:48:00,put,65.0,2025-10-15,107,0.63,6763.55,False,put
2025-10-08,2025-10-08T11:48:00,call,72.0,2025-10-11,68,3.26,22147.97,False,call
2025-10-08,2025-10-08T11:41:00,call,76.0,2025-11-07,139,2.19,30449.79,False,call
2025-10-08,2025-10-08T14:43:00,call,78.0,2025-12-07,173,4.0,69167.61,False,call
2025-10-08,2025-10-08T10:47:00,put,76.0,2025-12-07,4,0.54,214.45,False,put
2025-10-08,2025-10-08T09:03:00,put,65.0,2025-10-15,200,1.03,20577.23,False,put
2025-10-08,2025-10-08T15:10:00,put,67.0,2025-10-22,44,1.45,6398.01,False,put
2025-10-08,2025-10-08T14:17:00,put,67.0,2025-10-11,1,1.28,127.57,False,put
2025-10-08,2025-10-08T09:21:00,put,73.0,2025-10-22,98,2.99,29339.92,False,put
2025-10-08,2025-10-08T11:01:00,put,76.0,2025-10-15,6,3.25,1951.55,False,put
2025-10-08,2025-10-08T14:19:00,call,68.0,2025-12-07,95,4.49,42632.29,False,call
2025-10-08,2025-10-08T15:48:00,put,67.0,2025-10-22,5,4.88,2441.25,False,put
2025-10-08,2025-10-08T09:21:00,call,69.0,2025-10-11,8,2.9,2323.5,False,call
2025-10-08,2025-10-08T16:37:00,call,65.0,2025-12-07,801,4.86,389347.57,False,call
2025-10-08,2025-10-08T11:38:00,put,70.0,2025-10-15,79,3.79,29915.52,False,put
2025-10-08,2025-10-08T10:53:00,put,67.0,2025-10-15,212,3.87,82052.87,False,put
2025-10-08,2025-10-08T14:35:00,call,74.0,2025-12-07,22,0.54,1177.48,False,call
2025-10-08,2025-10-08T14:48:00,put,72.0,2025-10-15,138,2.17,29954.2,False,put
2025-10-08,2025-10-08T10:02:00,put,67.0,2025-12-07,16,2.96,4736.43,False,put
2025-10-08,2025-10-08T09:31:00,call,73.0,2025-10-11,11,4.52,4973.21,False,call
2025-10-08,2025-10-08T09:28:00,put,69.0,2025-12-07,74,4.25,31426.31,False,put
2025-10-08,2025-10-08T14:09:00,call,71.0,2025-10-11,10,4.36,4360.47,False,call
2025-10-09,2025-10-09T15:40:00,put,73.0,2025-12-08,900,1.82,164156.85,False,put
2025-10-09,2025-10-09T10:25:00,call,73.0,2025-11-08,760,4.62,350869.98,False,call
2025-10-09,2025-10-09T16:28:00,call,69.0,2025-12-08,190,1.17,22213.26,False,call
2025-10-09,2025-10-09T12:03:00,call,70.0,2025-10-12,13,4.83,6274.07,False,call
2025-10-09,2025-10-09T09:49:00,call,70.0,2025-10-12,2,4.43,885.28,False,call
2025-10-09,2025-10-09T16:38:00,put,75.0,2025-10-16,8,1.62,1298.66,False,put
2025-10-09,2025-10-09T15:35:00,call,68.0,2025-10-16,41,1.17,4797.55,False,call
2025-10-09,2025-10-09T09:43:00,call,78.0,2025-10-16,32,2.96,9484.69,False,call
2025-10-09,2025-10-09T10:29:00,put,68.0,2025-12-08,37,3.34,12357.58,False,put
2025-10-09,2025-10-09T12:52:00,put,70.0,2025-11-08,8,0.5,403.87,False,put
2025-10-09,2025-10-09T14:09:00,call,77.0,2025-12-08,47,4.64,21829.36,False,call
2025-10-09,2025-10-09T09:48:00,call,77.0,2025-11-08,6,2.24,1342.92,False,call
2025-10-09,2025-10-09T16:30:00,call,66.0,2025-10-12,16,3.21,5142.34,False,call
2025-10-09,2025-10-09T15:05:00,call,74.0,2025-12-08,24,1.87,4479.9,False,call
2025-10-09,2025-10-09T16:21:00,call,73.0,2025-12-08,64,1.66,10621.74,False,call
2025-10-09,2025-10-09T15:03:00,call,74.0,2025-10-23,13,1.64,2126.11,False,call
2025-10-09,2025-10-09T12:07:00,put,68.0,2025-10-16,207,2.01,41595.67,False,put
2025-10-09,2025-10-09T11:45:00,put,80.0,2025-12-08,316,1.22,38398.97,False,put
2025-10-09,2025-10-09T12:02:00,put,73.0,2025-10-23,686,0.97,66514.83,False,put
2025-10-09,2025-10-09T13:23:00,call,80.0,2025-11-08,623,2.71,169018.17,False,call
2025-10-09,2025-10-09T16:54:00,put,66.0,2025-10-23,8,4.78,3823.33,False,put
2025-10-09,2025-10-09T15:07:00,call,66.0,2025-11-08,7,2.54,1776.99,False,call
2025-10-09,2025-10-09T12:35:00,put,79.0,2025-10-16,10,3.58,3577.99,False,put
2025-10-09,2025-10-09T11:15:00,call,80.0,2025-10-12,840,3.17,266430.53,False,call
2025-10-09,2025-10-09T10:46:00,call,69.0,2025-10-16,652,2.72,177162.36,True,call
2025-10-09,2025-10-09T16:02:00,call,78.0,2025-10-23,174,3.24,56374.18,False,call
2025-10-09,2025-10-09T16:41:00,call,78.0,2025-10-23,552,1.0,55204.78,True,call
2025-10-10,2025-10-10T14:26:00,call,73.0,2025-10-24,9,1.43,1284.89,False,call
2025-10-10,2025-10-10T11:07:00,put,79.0,2025-10-17,557,1.93,107310.61,False,put
2025-10-10,2025-10-10T14:24:00,call,73.0,2025-10-24,4,3.78,1512.11,False,call
2025-10-10,2025-10-10T10:59:00,call,81.0,2025-11-09,40,2.71,10835.51,False,call
2025-10-10,2025-10-10T14:59:00,call,84.0,2025-12-09,2,1.42,283.53,False,call
2025-10-10,2025-10-10T15:40:00,put,85.0,2025-10-24,147,2.05,30125.06,False,put
2025-10-10,2025-10-10T10:35:00,put,86.0,2025-11-09,182,2.58,47045.15,False,put
2025-10-10,2025-10-10T09:39:00,put,76.0,2025-10-24,40,2.25,8990.22,False,put
2025-10-10,2025-10-10T15:14:00,call,86.0,2025-10-13,177,1.41,24900.09,False,call
2025-10-10,2025-10-10T09:27:00,put,75.0,2025-10-13,138,4.92,67927.1,False,put
2025-10-10,2025-10-10T09:08:00,put,72.0,2025-12-09,30,3.73,11191.0,False,put
2025-10-10,2025-10-10T09:06:00,call,76.0,2025-12-09,88,3.69,32484.77,False,call
2025-10-10,2025-10-10T13:01:00,put,86.0,2025-11-09,243,2.94,71503.0,False,put
2025-10-10,2025-10-10T11:28:00,call,79.0,2025-10-24,11,3.9,4294.1,False,call
2025-10-10,2025-10-10T09:13:00,call,86.0,2025-12-09,908,3.32,301075.61,False,call
2025-10-10,2025-10-10T12:01:00,put,85.0,2025-12-09,505,0.52,26201.56,False,put
2025-10-10,2025-10-10T10:21:00,put,73.0,2025-11-09,136,0.73,9904.5,False,put
2025-10-10,2025-10-10T16:15:00,call,73.0,2025-10-24,162,1.14,18467.59,False,call
2025-10-10,2025-10-10T12:02:00,call,82.0,2025-11-09,23,4.24,9752.09,False,call
2025-10-10,2025-10-10T16:48:00,call,81.0,2025-12-09,81,2.29,18569.31,False,call
2025-10-10,2025-10-10T12:21:00,call,75.0,2025-11-09,93,1.88,17485.71,False,call
2025-10-10,2025-10-10T16:11:00,call,72.0,2025-11-09,46,1.89,8682.21,False,call
2025-10-10,2025-10-10T14:20:00,call,76.0,2025-10-17,38,3.37,12788.85,False,call
2025-10-10,2025-10-10T14:56:00,put,75.0,2025-10-13,4,2.76,1103.53,False,put
2025-10-10,2025-10-10T12:42:00,put,76.0,2025-10-24,7,1.39,975.85,False,put
2025-10-10,2025-10-10T09:29:00,put,82.0,2025-10-13,175,3.84,67145.32,False,put
2025-10-10,2025-10-10T11:12:00,call,83.0,2025-11-09,197,4.06,80030.95,False,call
2025-10-10,2025-10-10T11:17:00,call,78.0,2025-10-24,26,2.56,6654.8,False,call
2025-10-10,2025-10-10T10:33:00,call,76.0,2025-10-13,99,1.87,18537.53,False,call
2025-10-10,2025-10-10T15:49:00,call,84.0,2025-10-17,151,3.06,46157.8,False,call
2025-10-10,2025-10-10T12:53:00,put,80.0,2025-10-17,31,0.62,1935.41,False,put
2025-10-10,2025-10-10T14:41:00,call,81.0,2025-10-13,87,1.9,16561.32,False,call
2025-10-10,2025-10-10T16:13:00,call,86.0,2025-10-17,804,1.79,144114.78,False,call
2025-10-10,2025-10-10T15:27:00,put,86.0,2025-12-09,10,4.86,4864.86,False,put
2025-10-10,2025-10-10T13:41:00,put,76.0,2025-10-13,131,3.13,40980.17,False,put
2025-10-10,2025-10-10T09:02:00,call,83.0,2025-12-09,76,2.29,17369.85,False,call
2025-10-10,2025-10-10T09:50:00,call,81.0,2025-12-09,1,3.0,300.05,False,call
2025-10-10,2025-10-10T14:12:00,call,74.0,2025-11-09,735,0.58,42692.35,False,call
2025-10-10,2025-10-10T16:36:00,put,79.0,2025-10-13,12,1.34,1602.94,False,put
2025-10-10,2025-10-10T13:07:00,call,84.0,2025-10-24,217,0.86,18669.03,False,call
2025-10-10,2025-10-10T14:07:00,put,85.0,2025-10-13,3,3.06,918.87,False,put
2025-10-10,2025-10-10T12:36:00,call,80.0,2025-10-13,685,4.54,310893.43,True,call
2025-10-10,2025-10-10T15:10:00,call,73.0,2025-10-17,468,4.66,218137.3,False,call
2025-10-10,2025-10-10T16:37:00,call,83.0,2025-10-17,105,1.62,17008.73,False,call
2025-10-10,2025-10-10T14:57:00,call,82.0,2025-10-17,374,2.65,98923.54,False,call
2025-10-10,2025-10-10T10:07:00,put,71.0,2025-10-17,4,1.35,538.74,False,put
2025-10-10,2025-10-10T14:29:00,call,75.0,2025-10-13,162,4.67,75617.36,False,call
2025-10-10,2025-10-10T13:07:00,call,76.0,2025-10-24,5,2.31,1153.01,False,call
2025-10-10,2025-10-10T09:17:00,call,83.0,2025-10-13,83,3.47,28817.35,False,call
2025-10-10,2025-10-10T12:05:00,call,86.0,2025-11-09,27,3.48,9389.84,False,call
2025-10-10,2025-10-10T09:25:00,call,83.0,2025-10-24,58,1.59,9215.02,False,call
2025-10-10,2025-10-10T14:34:00,call,82.0,2025-10-17,32,2.28,7292.89,False,call
2025-10-10,2025-10-10T12:20:00,call,79.0,2025-10-17,24,3.72,8937.58,False,call
2025-10-10,2025-10-10T13:41:00,call,84.0,2025-11-09,9,3.66,3297.65,False,call
2025-10-10,2025-10-10T10:51:00,call,79.0,2025-11-09,677,2.53,171154.19,True,call
2025-10-10,2025-10-10T14:36:00,call,83.0,2025-12-09,367,2.81,102986.24,False,call
2025-10-10,2025-10-10T12:19:00,call,76.0,2025-11-09,30,0.83,2491.53,False,call
2025-10-10,2025-10-10T16:26:00,put,84.0,2025-10-17,8,3.72,2972.78,False,put
2025-10-13,2025-10-13T16:21:00,put,80.0,2025-11-12,33,3.01,9931.53,False,put
2025-10-13,2025-10-13T12:26:00,call,79.0,2025-10-16,539,2.43,131238.07,True,call
2025-10-13,2025-10-13T12:37:00,call,81.0,2025-10-27,30,3.18,9529.75,False,call
2025-10-13,2025-10-13T16:49:00,put,82.0,2025-12-12,70,0.94,6558.83,False,put
2025-10-13,2025-10-13T10:52:00,call,78.0,2025-10-27,526,1.18,62115.8,False,call
2025-10-13,2025-10-13T10:12:00,call,76.0,2025-11-12,19,0.58,1095.98,False,call
2025-10-13,2025-10-13T11:10:00,put,77.0,2025-12-12,72,0.8,5785.81,False,put
2025-10-13,2025-10-13T14:24:00,put,77.0,2025-10-16,752,2.79,209837.96,False,put
2025-10-13,2025-10-13T15:39:00,put,91.0,2025-12-12,9,1.36,1222.39,False,put
2025-10-13,2025-10-13T15:06:00,put,91.0,2025-10-16,192,2.95,56684.92,False,put
2025-10-13,2025-10-13T10:21:00,put,85.0,2025-10-27,4,1.03,413.55,False,put
2025-10-13,2025-10-13T13:47:00,call,87.0,2025-12-12,60,3.46,20754.59,False,call
2025-10-13,2025-10-13T10:03:00,put,86.0,2025-10-27,505,0.81,40826.96,False,put
2025-10-13,2025-10-13T10:58:00,put,78.0,2025-12-12,96,1.41,13516.93,False,put
2025-10-13,2025-10-13T12:53:00,call,82.0,2025-10-16,6,4.24,2544.2,False,call
2025-10-13,2025-10-13T12:25:00,put,77.0,2025-10-20,21,0.61,1275.21,False,put
2025-10-13,2025-10-13T12:55:00,call,76.0,2025-10-27,189,3.19,60235.85,False,call
2025-10-13,2025-10-13T14:12:00,call,92.0,2025-10-27,510,4.41,224725.55,False,call
2025-10-13,2025-10-13T16:40:00,call,78.0,2025-11-12,1,3.44,344.17,False,call
2025-10-13,2025-10-13T15:05:00,call,78.0,2025-10-16,10,0.92,919.78,False,call
2025-10-13,2025-10-13T14:02:00,call,91.0,2025-10-16,352,1.97,69329.2,False,call
2025-10-13,2025-10-13T14:24:00,put,86.0,2025-10-20,783,3.63,284166.79,False,put
2025-10-13,2025-10-13T10:08:00,call,88.0,2025-10-27,180,2.3,41481.87,False,call
2025-10-13,2025-10-13T12:01:00,call,83.0,2025-11-12,37,1.24,4578.25,False,call
2025-10-13,2025-10-13T10:20:00,call,91.0,2025-11-12,29,1.2,3466.86,False,call
2025-10-13,2025-10-13T10:30:00,call,75.0,2025-10-16,402,0.82,32964.92,False,call
2025-10-13,2025-10-13T16:43:00,call,83.0,2025-11-12,281,2.3,64647.17,False,call
2025-10-13,2025-10-13T16:06:00,call,91.0,2025-11-12,104,3.95,41049.41,False,call
2025-10-13,2025-10-13T16:39:00,put,77.0,2025-10-16,463,3.57,165334.4,False,put
2025-10-13,2025-10-13T12:52:00,call,81.0,2025-10-27,10,4.75,4750.48,False,call
2025-10-13,2025-10-13T15:44:00,call,81.0,2025-10-16,194,4.37,84768.04,False,call
2025-10-13,2025-10-13T13:18:00,put,86.0,2025-10-27,23,2.99,6887.63,False,put
2025-10-13,2025-10-13T15:49:00,call,76.0,2025-12-12,46,4.68,21528.68,False,call
2025-10-13,2025-10-13T14:47:00,call,85.0,2025-10-27,406,3.04,123229.0,False,call
2025-10-13,2025-10-13T10:04:00,call,81.0,2025-11-12,847,4.98,421683.2,False,call
2025-10-13,2025-10-13T14:39:00,put,80.0,2025-10-16,110,1.39,15304.27,False,put
2025-10-13,2025-10-13T12:13:00,put,79.0,2025-11-12,982,3.6,353487.3,False,put
2025-10-13,2025-10-13T11:01:00,call,87.0,2025-10-16,271,3.93,106531.28,False,call
2025-10-13,2025-10-13T09:22:00,call,84.0,2025-12-12,388,1.78,69245.37,False,call
2025-10-13,2025-10-13T14:11:00,call,85.0,2025-11-12,475,3.58,170067.43,False,call
2025-10-13,2025-10-13T09:16:00,put,88.0,2025-11-12,8,2.03,1621.62,False,put
2025-10-13,2025-10-13T13:34:00,put,79.0,2025-12-12,9,0.76,686.29,False,put
2025-10-13,2025-10-13T10:56:00,call,75.0,2025-11-12,198,1.45,28694.51,False,call
2025-10-13,2025-10-13T09:41:00,call,78.0,2025-11-12,109,2.24,24425.8,False,call
2025-10-13,2025-10-13T11:38:00,put,89.0,2025-10-27,14,4.09,5719.35,False,put
2025-10-13,2025-10-13T15:36:00,call,83.0,2025-11-12,92,2.87,26366.48,False,call
2025-10-13,2025-10-13T14:12:00,call,82.0,2025-12-12,125,1.74,21811.88,False,call
2025-10-13,2025-10-13T10:23:00,put,92.0,2025-10-20,2,2.27,453.09,False,put
2025-10-13,2025-10-13T16:38:00,put,83.0,2025-10-16,355,4.75,168661.05,True,put
2025-10-13,2025-10-13T11:04:00,put,79.0,2025-12-12,147,1.4,20527.59,False,put
2025-10-13,2025-10-13T13:32:00,call,87.0,2025-10-27,973,2.76,268658.06,False,call
2025-10-13,2025-10-13T16:41:00,call,84.0,2025-10-27,38,4.84,18391.72,False,call
2025-10-13,2025-10-13T09:25:00,call,79.0,2025-12-12,17,4.28,7275.36,False,call
2025-10-13,2025-10-13T15:09:00,call,83.0,2025-11-12,10,4.64,4638.06,False,call
2025-10-13,2025-10-13T09:37:00,call,80.0,2025-10-20,5,1.94,970.67,False,call
2025-10-13,2025-10-13T16:34:00,call,80.0,2025-12-12,105,1.69,17752.41,False,call
2025-10-13,2025-10-13T13:48:00,put,76.0,2025-12-12,353,1.64,57765.68,True,put
2025-10-13,2025-10-13T10:41:00,put,90.0,2025-10-16,37,3.05,11274.11,False,put
2025-10-13,2025-10-13T11:01:00,put,83.0,2025-10-20,868,4.14,359600.94,False,put
2025-10-13,2025-10-13T13:55:00,call,87.0,2025-10-20,872,4.22,367905.58,False,call
2025-10-13,2025-10-13T10:37:00,put,76.0,2025-10-27,815,3.22,262817.93,False,put
2025-10-13,2025-10-13T11:07:00,put,81.0,2025-10-16,770,4.7,361849.43,False,put
2025-10-13,2025-10-13T10:40:00,call,79.0,2025-10-16,977,4.58,447335.0,False,call
2025-10-13,2025-10-13T15:19:00,call,77.0,2025-12-12,9,1.18,1058.51,False,call
2025-10-13,2025-10-13T16:26:00,call,86.0,2025-10-27,109,2.97,32357.7,False,call
2025-10-13,2025-10-13T15:11:00,call,77.0,2025-10-16,43,0.98,4226.68,False,call
2025-10-13,2025-10-13T12:42:00,call,75.0,2025-10-20,3,3.39,1017.14,False,call
2025-10-13,2025-10-13T16:11:00,call,84.0,2025-10-27,34,4.48,15242.15,False,call
2025-10-13,2025-10-13T13:23:00,call,75.0,2025-12-12,234,4.21,98507.52,False,call
2025-10-13,2025-10-13T15:04:00,put,85.0,2025-10-16,250,4.32,107883.36,False,put
2025-10-13,2025-10-13T10:51:00,call,86.0,2025-12-12,10,1.5,1495.36,False,call
2025-10-13,2025-10-13T11:31:00,call,89.0,2025-10-27,735,1.21,89219.95,True,call
2025-10-13,2025-10-13T14:25:00,put,83.0,2025-10-16,9,2.53,2277.15,False,put
2025-10-13,2025-10-13T10:09:00,call,83.0,2025-12-12,17,4.88,8295.29,False,call
2025-10-13,2025-10-13T10:21:00,put,79.0,2025-12-12,8,1.8,1443.47,False,put
2025-10-13,2025-10-13T15:12:00,call,86.0,2025-10-16,914,3.01,275230.77,False,call
2025-10-13,2025-10-13T11:24:00,call,77.0,2025-10-20,3,4.55,1366.41,False,call
2025-10-13,2025-10-13T16:02:00,put,89.0,2025-12-12,337,3.96,133304.76,True,put
2025-10-13,2025-10-13T15:14:00,call,91.0,2025-10-27,322,1.22,39419.28,False,call
2025-10-13,2025-10-13T14:34:00,put,89.0,2025-10-27,104,4.0,41644.92,False,put
2025-10-13,2025-10-13T16:22:00,put,78.0,2025-10-20,6,4.01,2404.03,False,put
2025-10-13,2025-10-13T12:49:00,call,79.0,2025-11-12,763,3.8,289888.94,False,call
2025-10-13,2025-10-13T16:23:00,call,83.0,2025-12-12,110,3.0,32972.95,False,call
2025-10-13,2025-10-13T16:07:00,call,87.0,2025-10-20,221,1.56,34407.04,True,call
2025-10-13,2025-10-13T13:37:00,call,86.0,2025-10-16,4,1.78,713.8,False,call
2025-10-13,2025-10-13T16:18:00,put,78.0,2025-10-16,33,3.12,10290.51,False,put
2025-10-13,2025-10-13T09:13:00,put,77.0,2025-10-20,121,1.46,17691.0,False,put
2025-10-13,2025-10-13T13:27:00,put,80.0,2025-11-12,667,3.61,241008.64,False,put
2025-10-13,2025-10-13T11:38:00,call,79.0,2025-12-12,179,4.18,74782.27,False,call
2025-10-13,2025-10-13T12:59:00,call,81.0,2025-11-12,58,3.28,19048.34,False,call
2025-10-13,2025-10-13T13:00:00,put,83.0,2025-10-16,156,4.91,76582.27,False,put
2025-10-13,2025-10-13T16:17:00,put,89.0,2025-10-27,25,2.49,6234.69,False,put
2025-10-13,2025-10-13T09:42:00,put,88.0,2025-11-12,54,4.13,22317.03,False,put
2025-10-13,2025-10-13T12:19:00,call,86.0,2025-10-20,15,2.93,4401.71,False,call
2025-10-13,2025-10-13T13:13:00,put,81.0,2025-10-27,117,4.57,53467.11,False,put
2025-10-13,2025-10-13T11:01:00,call,87.0,2025-10-20,28,4.99,13972.27,False,call
2025-10-13,2025-10-13T16:18:00,put,82.0,2025-10-27,134,1.6,21448.05,False,put
2025-10-14,2025-10-14T11:10:00,call,100.0,2025-10-28,10,4.23,4225.64,False,call
2025-10-14,2025-10-14T15:45:00,put,98.0,2025-10-17,186,3.71,69084.41,False,put
2025-10-14,2025-10-14T14:55:00,call,89.0,2025-10-21,8,3.85,3080.98,False,call
2025-10-14,2025-10-14T15:05:00,call,96.0,2025-10-17,8,3.59,2873.24,False,call
2025-10-14,2025-10-14T15:48:00,call,95.0,2025-10-17,36,4.41,15870.57,False,call
2025-10-14,2025-10-14T10:14:00,call,93.0,2025-12-13,31,4.67,14470.5,False,call
2025-10-14,2025-10-14T10:35:00,call,95.0,2025-12-13,108,1.59,17182.85,False,call
2025-10-14,2025-10-14T14:30:00,put,97.0,2025-10-21,91,0.82,7426.7,False,put
2025-10-14,2025-10-14T16:06:00,put,92.0,2025-10-17,42,0.65,2737.6,False,put
2025-10-14,2025-10-14T14:47:00,put,94.0,2025-10-28,9,1.65,1481.75,False,put
2025-10-14,2025-10-14T11:10:00,call,87.0,2025-10-28,34,3.2,10876.67,False,call
2025-10-14,2025-10-14T10:00:00,call,92.0,2025-12-13,175,1.09,19026.03,False,call
2025-10-14,2025-10-14T09:30:00,call,91.0,2025-10-28,108,4.93,53294.39,False,call
2025-10-14,2025-10-14T15:02:00,put,88.0,2025-10-17,510,4.87,248488.7,True,put
2025-10-14,2025-10-14T09:50:00,put,101.0,2025-10-21,81,1.88,15216.58,False,put
2025-10-14,2025-10-14T16:20:00,call,85.0,2025-10-28,19,3.71,7048.91,False,call
2025-10-14,2025-10-14T10:20:00,put,90.0,2025-10-17,5,4.82,2409.5,False,put
2025-10-14,2025-10-14T11:04:00,call,85.0,2025-10-28,779,3.24,252137.58,False,call
2025-10-14,2025-10-14T13:04:00,call,94.0,2025-10-17,196,1.48,29071.48,False,call
2025-10-14,2025-10-14T15:45:00,call,92.0,2025-10-28,37,4.34,16066.39,False,call
2025-10-14,2025-10-14T09:23:00,call,94.0,2025-10-17,6,4.47,2679.97,False,call
2025-10-14,2025-10-14T13:22:00,put,99.0,2025-12-13,2,4.68,935.21,False,put
2025-10-14,2025-10-14T12:11:00,put,83.0,2025-12-13,713,4.93,351606.49,False,put
2025-10-14,2025-10-14T10:20:00,put,97.0,2025-10-17,318,4.82,153305.26,False,put
2025-10-14,2025-10-14T12:43:00,call,85.0,2025-11-13,17,1.03,1754.93,False,call
2025-10-14,2025-10-14T16:13:00,call,95.0,2025-10-17,45,1.92,8633.78,False,call
2025-10-14,2025-10-14T10:01:00,put,92.0,2025-11-13,6,0.6,360.11,False,put
2025-10-14,2025-10-14T09:58:00,call,100.0,2025-10-17,6,2.37,1424.73,False,call
2025-10-14,2025-10-14T09:02:00,call,98.0,2025-10-28,196,0.89,17507.44,False,call
2025-10-14,2025-10-14T15:46:00,put,87.0,2025-10-17,292,1.44,42119.72,False,put
2025-10-14,2025-10-14T11:26:00,call,88.0,2025-12-13,102,3.59,36576.25,False,call
2025-10-14,2025-10-14T14:59:00,put,85.0,2025-10-17,7,1.9,1330.28,False,put
2025-10-14,2025-10-14T15:51:00,call,92.0,2025-10-21,573,2.71,155421.11,False,call
2025-10-14,2025-10-14T11:34:00,call,90.0,2025-10-21,148,0.83,12247.45,False,call
2025-10-14,2025-10-14T12:38:00,put,91.0,2025-12-13,763,1.25,95690.85,False,put
2025-10-14,2025-10-14T11:41:00,put,84.0,2025-10-17,44,1.49,6536.29,False,put
2025-10-14,2025-10-14T11:40:00,call,96.0,2025-11-13,56,4.05,22705.46,False,call
2025-10-14,2025-10-14T16:24:00,call,100.0,2025-12-13,1,0.93,92.93,False,call
2025-10-14,2025-10-14T15:16:00,call,83.0,2025-10-17,718,2.36,169766.98,True,call
2025-10-14,2025-10-14T09:06:00,call,100.0,2025-10-21,13,3.81,4958.72,False,call
2025-10-14,2025-10-14T13:33:00,call,101.0,2025-10-21,105,0.52,5462.77,False,call
2025-10-14,2025-10-14T12:15:00,call,93.0,2025-10-21,630,1.14,71579.68,True,call
2025-10-14,2025-10-14T15:02:00,put,99.0,2025-10-17,37,2.5,9244.06,False,put
2025-10-14,2025-10-14T14:23:00,put,87.0,2025-10-17,69,0.76,5272.17,False,put
2025-10-14,2025-10-14T12:38:00,call,97.0,2025-10-28,43,4.64,19940.58,False,call
2025-10-14,2025-10-14T16:02:00,call,90.0,2025-10-21,478,2.46,117613.79,True,call
2025-10-14,2025-10-14T15:02:00,put,85.0,2025-12-13,983,4.86,478118.25,False,put
2025-10-14,2025-10-14T09:27:00,put,98.0,2025-10-21,49,3.59,17576.34,False,put
2025-10-14,2025-10-14T12:51:00,put,85.0,2025-10-21,45,2.08,9354.0,False,put
2025-10-14,2025-10-14T15:32:00,call,88.0,2025-10-28,73,4.24,30930.23,False,call
2025-10-14,2025-10-14T15:08:00,put,101.0,2025-10-28,70,0.51,3577.75,False,put
2025-10-14,2025-10-14T15:06:00,put,87.0,2025-10-28,8,1.28,1024.96,False,put
2025-10-14,2025-10-14T09:35:00,put,89.0,2025-12-13,2,2.33,465.06,False,put
2025-10-14,2025-10-14T10:35:00,call,90.0,2025-12-13,16,4.49,7178.28,False,call
2025-10-14,2025-10-14T16:17:00,call,87.0,2025-11-13,35,4.98,17424.92,False,call
2025-10-14,2025-10-14T16:20:00,call,90.0,2025-10-21,15,2.59,3889.39,False,call
2025-10-14,2025-10-14T09:49:00,call,84.0,2025-11-13,213,0.76,16203.23,False,call
